ship_mode,segment,country,city,state,Postal_Code,region,category,sub_category, Sales ,Quantity,Discount,Profit
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers," 1,199.98 ",4,40%,179.9964
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings, 48.58 ,3,20%,9.7152
First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper, 17.94 ,3,0%,8.073
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper, 18.26 ,3,20%,6.1641
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances, 34.66 ,2,20%,5.6316
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances, 81.55 ,2,20%,8.1552
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage, 227.14 ,4,20%,-42.588
Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Binders, 10.36 ,2,0%,5.0764
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances, 463.25 ,8,80%,-1181.2824
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories, 383.95 ,6,20%,47.994
Same Day,Home Office,United States,Yuma,Arizona,85364,West,Office Supplies,Binders, 44.86 ,6,70%,-35.8848
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines, 30.35 ,7,70%,-24.276
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs, 127.55 ,3,30%,-9.111
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings, 77.95 ,3,20%,15.5904
First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders, 14.02 ,4,20%,4.9056
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage, 69.52 ,2,0%,19.4656
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Art, 5.64 ,3,0%,1.6356
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders, 13.78 ,3,20%,4.4772
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Appliances, 245.88 ,6,0%,68.8464
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage, 36.63 ,3,0%,9.8901
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage, 22.58 ,2,0%,5.8708
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Binders, 12.39 ,3,0%,5.8233
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders, 39.92 ,5,20%,13.473
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper, 61.96 ,2,0%,27.882
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders, 19.94 ,4,20%,7.2268
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders, 3.80 ,2,70%,-2.6586
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper, 27.74 ,6,20%,10.0572
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Phones, 158.38 ,4,40%,-34.3148
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings, 27.58 ,2,0%,11.5836
Standard Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Binders, 5.55 ,3,70%,-4.0722
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage, 243.92 ,5,20%,-54.882
First Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners, 14.96 ,4,0%,0.2992
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders, 7.18 ,2,20%,2.245
Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders, 10.51 ,3,20%,3.6792
Second Class,Corporate,United States,Salem,Oregon,97301,West,Technology,Phones, 263.96 ,5,20%,19.797
Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art, 71.63 ,11,20%,17.908
Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art, 9.33 ,1,20%,0.8162
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art, 5.88 ,2,0%,2.646
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Furniture,Chairs, 975.92 ,5,20%,121.99
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art, 303.84 ,8,0%,91.152
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Storage, 485.88 ,6,0%,19.4352
Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings, 12.54 ,3,0%,4.5144
Second Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Storage, 8.94 ,3,0%,0.6258
Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings, 9.24 ,3,0%,4.4352
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders, 70.01 ,3,20%,24.5028
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings, 77.60 ,4,0%,38.024
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings, 464.85 ,9,0%,92.97
Standard Class,Corporate,United States,Oak Park,Illinois,60302,Central,Office Supplies,Art, 10.19 ,7,20%,1.0192
Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Office Supplies,Binders," 1,793.98 ",2,0%,843.1706
Second Class,Home Office,United States,Austin,Texas,78745,Central,Technology,Phones, 758.35 ,6,20%,265.4232
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders, 20.37 ,1,20%,7.3834
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders, 49.85 ,3,20%,16.8237
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones, 239.97 ,3,0%,67.1916
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs," 2,404.70 ",6,20%,150.294
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders, 563.02 ,11,20%,190.0206
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage, 344.91 ,3,0%,10.3473
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels, 8.64 ,3,0%,4.2336
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones, 89.99 ,2,40%,-14.998
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Paper, 229.54 ,7,20%,83.2097
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners, 1.82 ,2,20%,0.6156
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances, 18.32 ,5,80%,-46.716
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage, 48.82 ,3,20%,-11.5938
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders, 1.19 ,1,80%,-1.9602
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Accessories, 119.80 ,5,20%,29.95
Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Storage, 61.57 ,2,20%,4.6176
Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Art, 6.19 ,3,20%,0.4644
First Class,Consumer,United States,Pensacola,Florida,32503,South,Office Supplies,Binders, 2.21 ,3,70%,-1.476
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes, 5.32 ,2,0%,2.6068
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Furniture,Chairs, 975.92 ,4,0%,292.776
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Technology,Accessories," 2,249.91 ",9,0%,517.4793
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage, 59.92 ,4,0%,16.7776
Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders, 171.20 ,5,20%,64.2
Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art, 3.36 ,2,0%,0.8736
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper, 114.20 ,5,0%,52.532
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Furniture,Chairs, 182.67 ,3,0%,52.9743
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Technology,Accessories, 101.70 ,6,0%,6.102
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage," 1,126.02 ",3,0%,56.301
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage," 1,263.30 ",6,0%,315.825
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art, 8.82 ,3,0%,2.5578
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper, 37.94 ,2,0%,18.2112
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art, 4.20 ,2,0%,1.176
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage, 227.28 ,2,0%,2.2728
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper, 47.90 ,1,0%,22.992
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Envelopes, 61.96 ,2,0%,30.3604
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage," 1,117.92 ",4,0%,55.896
First Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs, 183.37 ,2,30%,-7.8588
First Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Paper, 7.97 ,2,20%,2.8884
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Binders, 26.35 ,8,70%,-18.4464
Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage, 481.32 ,4,0%,125.1432
Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Supplies, 13.98 ,1,0%,3.6348
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders, 25.92 ,6,20%,9.072
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels, 91.59 ,3,0%,42.1314
Second Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs, 674.06 ,3,30%,-19.2588
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders, 22.92 ,4,0%,11.0016
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage, 269.90 ,5,0%,16.194
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders, 11.81 ,8,70%,-8.6592
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Technology,Phones, 9.59 ,2,40%,-2.0774
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes, 18.34 ,3,20%,6.6468
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper, 36.29 ,7,20%,12.7008
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Technology,Phones, 111.98 ,2,20%,6.999
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders, 5.97 ,5,70%,-4.577
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders, 2.51 ,2,70%,-1.8392
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art, 35.96 ,2,0%,10.4284
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders, 14.95 ,3,20%,5.4201
Second Class,Consumer,United States,League City,Texas,77573,Central,Office Supplies,Art, 67.14 ,7,20%,5.8751
Second Class,Consumer,United States,League City,Texas,77573,Central,Furniture,Chairs, 254.06 ,3,30%,-32.6646
Standard Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Furniture,Bookcases, 173.94 ,3,0%,38.2668
Standard Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Technology,Phones, 231.98 ,2,0%,67.2742
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders, 2.30 ,2,80%,-3.9032
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper, 96.08 ,2,0%,46.1184
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Fasteners, 3.62 ,2,0%,1.1946
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper, 629.10 ,6,0%,301.968
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Technology,Phones, 90.48 ,2,0%,23.5248
First Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art, 14.88 ,2,0%,3.72
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables, 91.28 ,1,50%,-67.5435
Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Office Supplies,Paper, 19.44 ,3,0%,9.3312
Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs, 897.15 ,3,0%,251.202
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art, 57.75 ,5,0%,16.17
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper, 14.94 ,3,0%,7.0218
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art, 23.10 ,2,0%,6.93
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Envelopes, 12.54 ,1,20%,4.2309
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders, 1.08 ,2,70%,-0.792
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Fasteners, 4.51 ,3,20%,0.846
Standard Class,Corporate,United States,Lehi,Utah,84043,West,Technology,Phones, 16.78 ,3,20%,1.6776
Standard Class,Home Office,United States,Tuscaloosa,Alabama,35401,South,Office Supplies,Binders, 33.74 ,7,0%,15.5204
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage," 1,325.85 ",5,0%,238.653
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases, 334.00 ,3,15%,3.9294
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art, 19.90 ,5,0%,6.567
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Chairs," 1,268.82 ",9,0%,266.4522
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases, 283.92 ,4,0%,82.3368
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Art, 5.68 ,2,0%,1.7608
Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage, 375.34 ,1,0%,18.767
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Paper, 96.08 ,2,0%,46.1184
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Binders, 11.68 ,2,20%,3.942
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Fasteners, 4.36 ,2,0%,1.7876
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels, 29.24 ,4,0%,13.7428
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders, 117.49 ,7,20%,41.1208
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings, 18.84 ,3,0%,6.0288
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art, 12.42 ,3,0%,5.2164
Standard Class,Consumer,United States,Royal Oak,Michigan,48073,Central,Office Supplies,Paper, 12.96 ,2,0%,6.2208
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances, 69.48 ,1,0%,20.844
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones, 85.90 ,2,0%,2.577
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Art, 18.06 ,7,0%,4.6956
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper, 79.14 ,3,0%,36.4044
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings, 37.40 ,2,0%,14.212
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders, 2.51 ,2,80%,-4.396
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Fasteners, 18.86 ,9,20%,6.1308
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones, 61.19 ,1,20%,6.1192
